id,title,category,subcategory,kind,countries,hasRunner,version,description
who-dehydr,WHO (severe/some/no) / CDC / Gorelick / CDS,3. Педиатрические инструменты,Дегидратация,score,Международный (ВОЗ / IMCI),yes,1.0.0,Оценка степени дегидратации у детей.
who-eml,WHO Model List of Essential Medicines,14. Фармакология и лекарства,Поддержка,calculator,Международный (WHO) · используется в 155+ странах,yes,1.0.0,Перечень жизненно важных лекарственных средств ВОЗ.
who-growth,WHO Growth Standards (0-5 лет),3. Педиатрические инструменты,Рост и развитие,calculator,Международный (ВОЗ),yes,1.0.0,Международные стандарты роста и веса у детей до 5 лет.
who-ish,WHO/ISH risk charts,4. Кардиология и сосуды,ССС-риск,calculator,Всемирный (14 субрегионов WHO),yes,1.0.0,Оценка ССС-риска для стран с ограниченными ресурсами.
who-ladder,WHO Analgesic Ladder,10. Онкология,Паллиатив,calculator,"Международный (ВОЗ, ESMO, NCCN, IASP)",yes,1.0.0,Ступенчатая схема обезболивания по ВОЗ.
who-malaria,WHO severe malaria / COMA scores,11. Инфекционные болезни,Малярия,calculator,Международный (WHO),yes,1.0.0,Критерии тяжёлой малярии и оценка церебральной формы.
who-mec,WHO MEC / CDC U.S. MEC 2024 / SPR,8. Акушерство и гинекология,Контрацепция,calculator,Международный (WHO); США (CDC US MEC 2024),yes,1.0.0,Критерии приемлемости методов контрацепции.
who-tb,WHO IMCI + TB scoring / Bandim / Wejse,11. Инфекционные болезни,ТБ,calculator,Международный (WHO),yes,1.0.0,Скрининг и диагностика туберкулёза.
whodas,GAF / WHODAS 2.0 / SOFAS / GAS,9. Психиатрия и психология,Функционирование,calculator,Международный (WHO),yes,1.0.0,Оценка общего уровня функционирования при психических расстройствах.
whr,Waist-to-hip ratio (ВОЗ),1. Клинические калькуляторы,Антропометрия,calculator,Международный (ВОЗ),yes,1.0.0,Оценка кардиометаболического риска по распределению жира.
wilkins,Wilkins / Cormier,4. Кардиология и сосуды,Эндокардит / Клапаны,score,Международный (ESC · AHA · ACC),yes,1.0.0,Оценка пригодности митрального клапана для вальвулопластики.
wilson-arne,Wilson / Arné / Naguib,6. Анестезиология и ICU,Предоперационная,score,,yes,1.0.0,Альтернативные шкалы прогноза трудной интубации.
